Q_interp,H_interp
10.947826086956855,41.14
10.22463768115939,41.91102324649298
8.778260869565484,41.91129979959919
8.055072463768532,41.911562525050094
8.778260869565484,41.91185290581162
9.501449275362436,41.912046492985965
10.22463768115939,41.912253907815625
10.947826086956855,41.91255811623246
10.947826086956855,41.912889979959914
11.671014492753807,41.913277154308616
12.39420289855076,41.913719639278554
16.01014492753655,41.914272745490976
16.733333333333505,41.91496412825651
17.456521739130455,41.91719038076152
17.456521739130455,41.92150460921843
18.17971014492741,41.92402124248497
18.902898550724874,41.94756973947896
18.902898550724874,41.95924028056112
19.626086956521828,41.966873146292585
21.072463768116247,41.98278877755511
22.51884057971015,41.999216032064126
23.96521739130457,42.02445150300601
34.08985507246396,42.07819959919839
41.32173913043451,42.06737254509018
48.553623188405574,42.092829258517035
58.33333333333343,42.14218016032064
64.99999999999994,42.15002044088176
70.00000000000011,42.17831182364729
73.33333333333337,42.217333466933866
75.83333333333286,42.26745871743487
79.16666666666671,42.32942044088176
79.16666666666671,42.40132424849699
74.9999999999997,42.46974348697395
68.3333333333332,42.518154108216436
59.99999999999976,42.549542885771544
53.33333333333326,42.56450440881763
52.500000000000085,42.642204
53.33333333333326,42.6687
54.16666666666642,42.673572
57.49999999999967,42.651636
64.99999999999994,42.670308
71.66666666666644,42.677904
79.16666666666671,42.676164
86.66666666666639,42.681216
93.33333333333289,42.718356
101.9999999999996,42.767352
115.99999999999966,42.89004
127.9999999999994,42.975492
152.9999999999994,43.225820000000006
178.99999999999991,43.40588
195.99999999999937,43.50641
220.0,43.73698
247.50000000000045,44.0835
257.9999999999997,44.249404
261.50000000000006,44.325556
261.0000000000001,44.368728
250.0,44.397348
220.0,44.47066
193.99999999999977,44.48587
182.00000000000003,44.40696
171.9999999999999,44.348144
164.00000000000006,44.29242
154.99999999999972,44.230212
145.99999999999937,44.11121
133.99999999999963,43.946650000000005
117.99999999999997,43.78533
100.0,43.63029
91.66666666666657,43.48368
79.16666666666671,43.34653
71.66666666666644,43.2182
66.66666666666627,43.080948
61.666666666666686,42.954312
58.33333333333343,42.847836
54.99999999999959,42.75036
52.500000000000085,42.662616
50.0,42.58696052104209
47.10724637681167,42.51350801603206
42.76811594202893,42.44958276553106
39.87536231884061,42.39362224448898
36.98260869565228,42.344423446893785
34.81304347826091,42.30100460921844
33.36666666666649,42.26256372745491
31.92028985507259,42.22840941883767
30.47391304347817,42.19800240480962
29.027536231884266,42.17084488977956
27.581159420289847,42.14653587174349
26.857971014492893,42.124771142284565
25.411594202898474,42.10521883767535
23.96521739130457,42.08765771543086
23.242028985507105,42.07186653306613
22.51884057971015,42.0576378757515
21.795652173913197,42.04480581162324
21.072463768116247,42.033232064128256
19.626086956521828,42.022764529058115
18.902898550724874,42.01332024048096
18.17971014492741,42.00476092184368
17.456521739130455,41.997003607214424
